27680,地方新聞,2011-06-22 03:43:09.750,23.8537843,120.6775054,UDN,名間受天宮 「三太子」泡茶待客,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6412681,日月潭,記者,鄉民,攝影,觀光,
27990,地方新聞,2011-06-22 04:43:09.720,23.7919524,120.8613785,UDN,他的愛玉果膠特多 業者搶購,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6412686,生態,南投,記者,健康,飲料,黃金,攝影,
29123,熱門推薦,2011-06-22 22:43:09.390,23.9933816,120.7234992,UDN,馬吳配有利南投 促成藍委整合,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6414700,中國,加油,立委,立委選舉,行政院,行政院長,吳敦義,南投,記者,馬英九,國民黨,選舉,總統,總統大選,議員,
29574,地方新聞,2011-06-23 04:43:09.640,24.0301481,121.2282958,UDN,廬山防災演練 模擬地滑疏散,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6415202,土石流,火警,民宅,防災,受傷,南投,員警,消防,記者,國軍,救災,救援,溫泉,遊客,颱風,翻覆,轎車,攝影,
29576,地方新聞,2011-06-23 04:43:09.640,23.9609981,120.9718638,UDN,南投烏溪線立委 林昆熠退選,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6415192,民進黨,立委,立委選舉,吳敦義,南投,記者,副總統,國民黨,選舉,總統,總統大選,議員,
29578,地方新聞,2011-06-23 04:43:09.640,24.0564429,120.8728615,UDN,8學童義賣繪本 10萬捐尼泊爾,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6415188,大學,汙染,老師,南投,校長,記者,國小,畢業,募款,愛心,義賣,網路,閱讀,學生,學校,
30436,焦點要聞,2011-06-23 15:43:09.550,23.9932872,120.9646866,UDN,散播末日謠言 王老師挨罰4萬,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6416128,日本,台北,台北市,台灣,地震,死亡,老師,災情,受傷,法官,南投,科技,記者,晚報,媒體,電腦,網路,
31138,熱門推薦,2011-06-24 02:23:39.220,23.9179637,120.6775054,UDN,讓人哭笑不得的童語／那輛車好漂亮！,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6417124,玩具,南投,消防,救護車,媽媽,
31351,地方新聞,2011-06-24 04:23:39.517,24.0235646,121.067907,UDN,南投原民7部落 推無毒農產,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6417397,日本,台灣,生活,南投,科技,原住民,記者,健康,基金,農民,農產,農產品,營養,
31620,焦點要聞,2011-06-24 05:23:39.377,23.9932872,120.9646866,UDN,末日說挨罰 王老師嗆怎不罰媒體,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6417675,日本,台灣,地震,老師,冷氣,法官,南投,員警,記者,退休,媒體,詐欺,網路,調查,
31728,焦點要聞,2011-06-24 08:23:39.593,23.9179637,120.6775054,UDN,南投市農經課長 涉貪汙被訴,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6417407,南投,起訴,貪汙,貪污,農業,颱風,
32479,熱門推薦,2011-06-24 17:23:39.220,24.0213745,121.1252135,UDN,夏日展風情 清境風車節將登場,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6418691,文化,生態,西班牙,南投,音樂,旅遊,煙火,瑞士,環保,觀光,
32551,熱門推薦,2011-06-24 18:23:39.203,23.9609981,120.9718638,UDN,防颱整備 陳武雄盼落實到鄉鎮,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6418763,大雨,工作,中央氣象局,手機,孕婦,行政院,防災,南投,氣象,氣象局,消防,消防局,馬英九,登山,農業,颱風,總統,警察,
33013,熱門推薦,2011-06-25 04:23:39.237,23.9933816,120.7234992,UDN,大學生違規逆向 卡車撞死,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6417395,大學,大學生,司機,死亡,考試,南投,記者,逆向,違規,學生,學校,機車,騎士,騎車,
33104,地方新聞,2011-06-25 04:23:39.517,23.8537843,120.6775054,UDN,凱蒂貓圍兜 三太子尬舞吸睛,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6419671,文化,日月潭,南投,時尚,記者,彩繪,創新,劈腿,觀光,
33108,地方新聞,2011-06-25 04:23:39.517,23.8208859,120.7967667,UDN,日人觀摩農園 好奇採火龍果,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6419685,日本,水果,火車,古蹟,拍照,南投,記者,婦人,農業,觀光,
33112,地方新聞,2011-06-25 04:23:39.533,24.0040791,120.844152,UDN,國姓橋通車 耆老帶頭過新橋,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6419307,工作,夫妻,立委,交通,行政院,行政院長,吳敦義,南投,記者,國小,通車,農業,觀光,觀光業,
33563,熱門推薦,2011-06-25 12:23:39.190,23.6679756,120.9876321,UDN,新中橫落石 封閉搶修,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6419993,公園,玉山,交通,交通部,災情,南投,降雨,落石,豪雨,颱風,
34196,焦點要聞,2011-06-26 03:23:39.330,23.6679756,120.9876321,UDN,敗陣猴王誤觸陷阱 截肢保命,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6421001,手術,台灣,生活,受傷,保育,南投,研究,食物,記者,動物,野生動物,猴子,登山,農業,醫師,獸醫,
34243,地方新聞,2011-06-26 03:23:39.453,23.8335746,120.769476,UDN,山蕉冰淇淋 集集驛站吃得到,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6420776,台灣,咖啡,南投,香蕉,記者,黃金,農委會,餐飲,
34246,地方新聞,2011-06-26 03:23:39.453,23.9179637,120.6775054,UDN,「雲海上的島嶼」 玉山四季撼人心,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6420780,小米,公園,台灣,玉山,生態,志工,南投,夏天,記者,畫展,遊客,影片,攝影,
34404,熱門推薦,2011-06-26 04:23:39.173,23.696818,120.854565,UDN,集集攔河堰喝飽 農用水不愁了,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6420768,文化,日月潭,交通,南投,氣象,氣象局,記者,排隊,設計,遊客,豪雨,颱風,
35486,地方新聞,2011-06-27 03:23:39.453,23.9179637,120.6775054,UDN,南投荔枝鳳梨節 鮮果席開60桌,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6422112,文化,咖啡,拍賣,南投,記者,農民,農產,農藥,遊客,觀光,
35487,地方新聞,2011-06-27 03:23:39.470,38.0997912,-86.1585817,UDN,興建特教學校 中興新村居民反彈,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6422179,少子化,可愛,交通,老師,南投,家長,校園,記者,教育,教育部,運動,學生,學校,醫院,
35488,地方新聞,2011-06-27 03:23:39.470,23.9609981,120.9718638,UDN,神鷹訓練 首度測試兩棲車,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6422142,日月潭,台中,台中市,南投,捐贈,記者,
35492,地方新聞,2011-06-27 03:23:39.470,23.9609981,120.9718638,UDN,原鄉婦女手工藝 有媽媽的貼心,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6422188,手機,文化,老師,南投,原住民,消費,記者,設計,創作,創意,就業,媽媽,遊客,
37175,地方新聞,2011-06-28 03:23:39.487,23.9932872,120.9646866,UDN,埔里鎮托 首辦暑期課輔班,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6424442,老師,南投,家長,記者,國小,設計,
37226,地方新聞,2011-06-28 03:23:39.563,23.9609981,120.9718638,UDN,不讓爸爸吸農藥 發明蒸氣除草機,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6424685,大學,大學生,小孩,太陽能,台灣,安全帽,汙染,泡麵,爸爸,金牌,南投,記者,馬來西亞,高溫,健康,設計,農民,農業,農藥,德國,學生,環保,
37414,焦點要聞,2011-06-28 04:23:39.393,23.9933816,120.7234992,UDN,轟！酒駕衝進超商,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6424689,公共危險罪,店員,玻璃,記者,酒駕,健康,啤酒,調查,駕駛,機車,騎士,轎車,
37878,地方新聞,2011-06-28 11:23:39.530,24.0564429,120.8728615,UDN,33學童圓夢 北上看貓熊,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6425006,大雨,可愛,台中,台北,台灣,便利商店,南投,客家,科技,弱勢,旅遊,校長,記者,高鐵,動物,動物園,國小,捷運,畢業,經濟,學生,學校,貓熊,
38351,熱門推薦,2011-06-28 17:23:39.203,23.9350684,120.709128,UDN,國際發明展奪金  里民大會表揚,http://forum.udn.com/forum/NewsLetter/NewsPreview?NewsID=6425764,大學,公益,太陽能,台中,台灣,安全帽,污染,金牌,南投,科技,馬來西亞,高溫,國小,國中,畢業,德國,學生,環保,
